Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;concept:name;impact;lifecycle:transition;org:group;org:role;organization country;organization involved;product;resource country;Duration
1-584812041;Accepted-In Progress;Ian;2011/10/11 16:57:41.000;Variant 17;17;Accepted;Low;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD235;United Kingdom;0.0
1-584812041;Accepted-Assigned;Ian;2011/10/11 17:01:05.000;Variant 17;17;Accepted;Low;Assigned;Org line A2;A2_1;gb;G42 3rd;PROD235;United Kingdom;204.0
1-584812041;Accepted-In Progress;Andrew;2011/10/26 13:01:02.000;Variant 17;17;Accepted;Low;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD235;United Kingdom;1281597.0
1-584812041;Accepted-Wait;Andrew;2011/10/26 13:14:48.000;Variant 17;17;Accepted;Low;Wait;Org line A2;A2_1;gb;G42 3rd;PROD235;United Kingdom;826.0
1-584828902;Accepted-In Progress;Michael;2011/10/11 17:05:35.000;Variant 1;1;Accepted;Low;In Progress;Org line C;E_10;se;G240 2nd;PROD412;Sweden;0.0
1-584938329;Accepted-In Progress;Alex;2011/10/12 00:06:58.000;Variant 35;35;Accepted;Medium;In Progress;Org line C;E_4;in;G93 2nd;PROD701;Brazil;0.0
1-584938329;Accepted-In Progress;Alex;2011/10/12 00:14:10.000;Variant 35;35;Accepted;Medium;In Progress;Org line C;E_4;in;G93 2nd;PROD701;Brazil;432.0
1-585467875;Accepted-In Progress;Kristina;2011/10/12 11:57:59.000;Variant 4;4;Accepted;High;In Progress;Org line A2;A2_3;se;S21 2nd;PROD290;Sweden;0.0
1-585467875;Accepted-In Progress;Kristina;2011/10/12 15:02:07.000;Variant 4;4;Accepted;High;In Progress;Org line A2;A2_3;se;S21 2nd;PROD290;Sweden;11048.0
1-585714932;Accepted-In Progress;Cyrille;2011/10/13 02:10:56.000;Variant 68;68;Accepted;High;In Progress;Org line C;E_8;in;G183 2nd;PROD476;France;0.0
1-585714932;Queued-Awaiting Assignment;Cyrille;2011/10/13 03:29:08.000;Variant 68;68;Queued;High;Awaiting Assignment;Org line C;E_8;in;G183 2nd;PROD476;France;4692.0
1-585714932;Accepted-In Progress;Karthick;2011/10/18 14:37:39.000;Variant 68;68;Accepted;High;In Progress;Org line C;E_8;in;G181 2nd;PROD476;INDIA;472111.0
1-585714932;Accepted-Wait;Karthick;2011/10/18 14:37:49.000;Variant 68;68;Accepted;High;Wait;Org line C;E_8;in;G181 2nd;PROD476;INDIA;10.0
1-585714932;Accepted-Assigned;Mahesh;2011/10/18 14:47:13.000;Variant 68;68;Accepted;High;Assigned;Org line C;E_8;in;G181 2nd;PROD476;INDIA;564.0
1-586382001;Accepted-In Progress;Peter;2011/10/13 16:25:56.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-586382068;Accepted-In Progress;Peter;2011/10/13 16:29:24.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-587058585;Accepted-In Progress;Maria;2011/10/14 10:39:18.000;Variant 1;1;Accepted;Medium;In Progress;Org line V2;;se;T10 2nd;PROD615;Sweden;0.0
1-587337285;Accepted-In Progress;Aparna;2011/10/14 16:33:07.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;0.0
1-587337305;Accepted-In Progress;Aparna;2011/10/14 16:45:00.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;0.0
1-587383007;Accepted-In Progress;Vikrant;2011/10/14 17:06:14.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;0.0
1-588543315;Accepted-In Progress;Vikrant;2011/10/17 16:05:05.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;0.0
1-588566574;Accepted-In Progress;Kjell;2011/10/17 16:10:55.000;Variant 3;3;Accepted;High;In Progress;Org line C;E_8;in;G186 2nd;PROD474;Sweden;0.0
1-589099869;Accepted-In Progress;Torbjörn;2011/10/18 12:06:35.000;Variant 1;1;Accepted;Low;In Progress;Org line G4;;se;S33 2nd;PROD397;Sweden;0.0
1-589370341;Accepted-In Progress;Agneta;2011/10/18 16:07:28.000;Variant 36;36;Accepted;Medium;In Progress;Org line A2;A2_3;se;U6 2nd;PROD802;Sweden;0.0
1-589370341;Accepted-In Progress;Agneta;2011/10/18 16:07:50.000;Variant 36;36;Accepted;Medium;In Progress;Org line A2;A2_3;se;U6 2nd;PROD802;Sweden;22.0
1-589370341;Queued-Awaiting Assignment;Agneta;2011/10/18 16:10:17.000;Variant 36;36;Queued;Medium;Awaiting Assignment;Org line A2;A2_3;se;U6 2nd;PROD802;Sweden;147.0
1-589370341;Accepted-In Progress;Agneta;2011/11/28 13:46:11.000;Variant 36;36;Accepted;Medium;In Progress;Org line A2;A2_3;se;U6 2nd;PROD802;Sweden;3533754.0
1-589370341;Accepted-Assigned;Lars;2011/12/12 10:22:13.000;Variant 36;36;Accepted;Medium;Assigned;Org line A2;A2_3;se;U6 2nd;PROD802;Sweden;1197362.0
1-589421537;Accepted-In Progress;Nicolas;2011/10/18 16:37:21.000;Variant 1;1;Accepted;High;In Progress;Org line C;C_6;fr;G225 3rd;PROD804;France;0.0
1-589962550;Accepted-In Progress;Stefan;2011/10/19 15:02:57.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;D_1;se;L38 3rd;PROD607;Sweden;0.0
1-589999547;Accepted-In Progress;Celine;2011/10/19 10:28:17.000;Variant 44;44;Accepted;High;In Progress;Org line C;V3_3;us;V42 2nd;PROD794;France;0.0
1-589999547;Completed-Closed;Celine;2011/11/04 07:57:09.000;Variant 44;44;Completed;High;Closed;Org line C;V3_3;us;V42 2nd;PROD794;France;1373332.0
1-589999547;Accepted-In Progress;Celine;2011/11/14 18:07:58.000;Variant 44;44;Accepted;High;In Progress;Org line C;V3_3;us;V42 2nd;PROD794;France;900649.0
1-589999547;Queued-Awaiting Assignment;Robert;2011/11/25 19:27:17.000;Variant 44;44;Queued;High;Awaiting Assignment;Org line C;E_4;us;G88 2nd;PROD794;USA;955159.0
1-589999547;Accepted-In Progress;Ramith;2011/11/28 11:20:33.000;Variant 44;44;Accepted;High;In Progress;Org line C;E_4;us;G88 2nd;PROD794;INDIA;229996.0
1-590574771;Queued-Awaiting Assignment;Robert;2011/10/19 21:47:58.000;Variant 34;34;Queued;High;Awaiting Assignment;Org line C;E_4;us;G88 2nd;PROD348;USA;0.0
1-590574771;Accepted-In Progress;Ramith;2011/10/20 11:38:25.000;Variant 34;34;Accepted;High;In Progress;Org line C;E_4;us;G88 2nd;PROD348;INDIA;49827.0
1-590574771;Completed-Closed;Ramith;2011/11/06 19:42:28.000;Variant 34;34;Completed;High;Closed;Org line C;E_4;us;G88 2nd;PROD348;INDIA;1497843.0
1-590574771;Accepted-In Progress;Ramith;2011/11/11 15:47:02.000;Variant 34;34;Accepted;High;In Progress;Org line C;E_4;us;G88 2nd;PROD348;INDIA;417874.0
1-590579544;Accepted-In Progress;Roland;2011/10/19 21:55:35.000;Variant 1;1;Accepted;High;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-591301260;Accepted-In Progress;Håkan;2011/10/20 14:39:33.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-591508928;Accepted-In Progress;Carolyn;2011/10/20 18:10:50.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;USA;0.0
1-591508928;Queued-Awaiting Assignment;Carolyn;2011/10/20 18:15:07.000;Variant 2;2;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD97;USA;257.0
1-591508928;Accepted-In Progress;Padmanabha;2011/10/20 18:18:35.000;Variant 2;2;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;Sweden;208.0
1-591508928;Accepted-Assigned;Carolyn;2011/10/20 18:18:43.000;Variant 2;2;Accepted;Medium;Assigned;Org line G3;;us;G199 3rd;PROD97;USA;8.0
1-591627183;Accepted-In Progress;Srinivasan;2011/10/21 05:54:48.000;Variant 5;5;Accepted;Medium;In Progress;Org line B;E_10;in;G230 2nd;PROD424;INDIA;0.0
1-591627183;Queued-Awaiting Assignment;Srinivasan;2011/10/21 05:56:45.000;Variant 5;5;Queued;Medium;Awaiting Assignment;Org line B;E_10;in;G230 2nd;PROD424;INDIA;117.0
1-591627183;Accepted-In Progress;Rijin;2011/10/22 20:51:42.000;Variant 5;5;Accepted;Medium;In Progress;Org line B;E_10;in;G230 2nd;PROD424;INDIA;140097.0
1-591627239;Accepted-In Progress;Srinivasan;2011/10/21 06:03:08.000;Variant 5;5;Accepted;Medium;In Progress;Org line B;E_10;in;G230 2nd;PROD321;INDIA;0.0
1-591627239;Queued-Awaiting Assignment;Srinivasan;2011/10/21 06:14:43.000;Variant 5;5;Queued;Medium;Awaiting Assignment;Org line B;E_10;in;G230 2nd;PROD321;INDIA;695.0
1-591627239;Accepted-In Progress;Rijin;2011/10/22 20:53:09.000;Variant 5;5;Accepted;Medium;In Progress;Org line B;E_10;in;G230 2nd;PROD321;INDIA;139106.0
1-592064699;Accepted-In Progress;Christoffer;2011/10/21 14:01:26.000;Variant 1;1;Accepted;Medium;In Progress;Org line C;E_10;se;G255 2nd;PROD399;Sweden;0.0
1-593022132;Accepted-In Progress;Maltesh;2011/10/23 05:46:32.000;Variant 1;1;Accepted;Low;In Progress;Org line B;E_10;in;G238 2nd;PROD209;INDIA;0.0
1-593022224;Accepted-In Progress;Eric;2011/10/23 10:39:49.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;S33 2nd;PROD374;Sweden;0.0
1-593032661;Accepted-In Progress;Curt;2011/10/22 19:40:10.000;Variant 5;5;Accepted;Medium;In Progress;Org line C;E_1;se;G99 2nd;PROD153;Sweden;0.0
1-593032661;Queued-Awaiting Assignment;Curt;2011/10/22 19:42:30.000;Variant 5;5;Queued;Medium;Awaiting Assignment;Org line C;E_1;se;G99 2nd;PROD153;Sweden;140.0
1-593032661;Accepted-In Progress;John;2011/11/21 15:12:05.000;Variant 5;5;Accepted;Medium;In Progress;Org line C;E_1;se;G99 2nd;PROD153;USA;2575775.0
1-593312167;Accepted-In Progress;Ian;2011/10/24 09:11:07.000;Variant 7;7;Accepted;Medium;In Progress;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;0.0
1-593312167;Accepted-Wait;Ian;2011/10/24 09:14:00.000;Variant 7;7;Accepted;Medium;Wait;Org line A2;A2_1;gb;G42 3rd;PROD236;United Kingdom;173.0
1-593431551;Accepted-In Progress;Linda;2011/10/24 10:41:20.000;Variant 6;6;Accepted;Medium;In Progress;Org line C;C_1;be;G56 3rd;PROD795;Sweden;0.0
1-593431551;Accepted-Assigned;Linda;2011/10/24 10:46:49.000;Variant 6;6;Accepted;Medium;Assigned;Org line C;C_1;be;G56 3rd;PROD795;Sweden;329.0
1-593431551;Accepted-In Progress;Linda;2011/11/25 15:09:49.000;Variant 6;6;Accepted;Medium;In Progress;Org line C;C_1;be;G56 3rd;PROD795;Sweden;2780580.0
1-593751721;Accepted-In Progress;Peter;2011/10/24 15:22:19.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-593933571;Accepted-In Progress;Rainer;2011/10/24 17:58:48.000;Variant 1;1;Accepted;High;In Progress;Org line V5;;de;V19 2nd;PROD637;Germany;0.0
1-594472343;Accepted-Wait;Urban;2011/10/25 14:12:06.000;Variant 76;76;Accepted;Low;Wait;Org line A2;A2_3;se;S35 2nd;PROD551;Sweden;0.0
1-594472343;Accepted-Assigned;Urban;2011/11/28 11:10:24.000;Variant 76;76;Accepted;Low;Assigned;Org line A2;A2_3;se;S35 2nd;PROD551;Sweden;2926698.0
1-594666837;Accepted-In Progress;Jörgen;2011/10/25 15:23:06.000;Variant 1;1;Accepted;Medium;In Progress;Org line C;E_4;us;G88 2nd;PROD348;Sweden;0.0
1-594673056;Accepted-In Progress;Peter;2011/10/25 15:34:02.000;Variant 1;1;Accepted;Medium;In Progress;Org line G4;;se;M19 2nd;PROD286;Sweden;0.0
1-594693527;Accepted-In Progress;Per;2011/10/25 15:30:47.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;0.0
1-595293983;Queued-Awaiting Assignment;Srinivasan;2011/10/26 10:56:21.000;Variant 34;34;Queued;Medium;Awaiting Assignment;Org line B;E_10;in;G230 2nd;PROD424;INDIA;0.0
1-595293983;Accepted-In Progress;Rijin;2011/10/27 13:50:17.000;Variant 34;34;Accepted;Medium;In Progress;Org line B;E_10;in;G230 2nd;PROD424;INDIA;96836.0
1-595293983;Completed-Closed;Rijin;2011/12/30 05:05:05.000;Variant 34;34;Completed;Medium;Closed;Org line B;E_10;in;G230 2nd;PROD424;INDIA;5498088.0
1-595293983;Accepted-In Progress;Rijin;2011/12/30 05:36:51.000;Variant 34;34;Accepted;Medium;In Progress;Org line B;E_10;in;G230 2nd;PROD424;INDIA;1906.0
1-595361681;Accepted-Wait;Henrik;2011/10/26 10:22:18.000;Variant 15;15;Accepted;Medium;Wait;Org line C;E_6;se;G334 2nd;PROD289;Sweden;0.0
1-595687232;Accepted-In Progress;Gustav;2011/10/26 17:28:06.000;Variant 20;20;Accepted;Medium;In Progress;Org line G4;;se;S30 2nd;PROD412;Sweden;0.0
1-595687232;Accepted-In Progress;Gustav;2011/11/01 09:25:19.000;Variant 20;20;Accepted;Medium;In Progress;Org line G4;;se;S30 2nd;PROD412;Sweden;489433.0
1-595687232;Accepted-Assigned;Jonas;2011/11/01 09:26:11.000;Variant 20;20;Accepted;Medium;Assigned;Org line G4;;se;S30 2nd;PROD412;Sweden;52.0
1-596251950;Accepted-In Progress;Christer;2011/10/27 09:39:11.000;Variant 6;6;Accepted;Medium;In Progress;Org line G4;;se;S30 2nd;PROD408;Sweden;0.0
1-596251950;Accepted-Assigned;Christer;2011/10/27 12:37:42.000;Variant 6;6;Accepted;Medium;Assigned;Org line G4;;se;S30 2nd;PROD408;Sweden;10711.0
1-596286562;Accepted-In Progress;Niklas;2011/10/27 10:37:38.000;Variant 1;1;Accepted;Medium;In Progress;Org line C;V3_2;se;M11;PROD512;Sweden;0.0
1-596290771;Accepted-In Progress;Axel;2011/10/27 10:24:19.000;Variant 13;13;Accepted;Medium;In Progress;Org line A2;A2_2;pl;G171 2nd;PROD686;Belgium;0.0
1-596290771;Accepted-Assigned;Axel;2011/10/27 10:33:47.000;Variant 13;13;Accepted;Medium;Assigned;Org line A2;A2_2;pl;G171 2nd;PROD686;Belgium;568.0
1-596290771;Accepted-In Progress;Axel;2011/11/07 16:30:05.000;Variant 13;13;Accepted;Medium;In Progress;Org line A2;A2_2;pl;G171 2nd;PROD686;Belgium;971778.0
1-596331167;Accepted-In Progress;Martin;2011/10/27 11:48:01.000;Variant 9;9;Accepted;Medium;In Progress;Org line C;C_6;se;G273 3rd;PROD802;Sweden;0.0
1-596331167;Queued-Awaiting Assignment;Martin;2011/10/27 12:25:19.000;Variant 9;9;Queued;Medium;Awaiting Assignment;Org line C;C_6;se;G273 3rd;PROD802;Sweden;2238.0
1-596331167;Accepted-In Progress;Claes;2011/10/28 11:43:21.000;Variant 9;9;Accepted;Medium;In Progress;Org line C;C_6;se;G273 3rd;PROD802;Sweden;83882.0
1-596331167;Accepted-Wait;Claes;2011/10/28 11:43:29.000;Variant 9;9;Accepted;Medium;Wait;Org line C;C_6;se;G273 3rd;PROD802;Sweden;8.0
1-596608752;Accepted-In Progress;Tomas;2011/10/27 15:32:18.000;Variant 4;4;Accepted;Medium;In Progress;Org line C;C_6;se;G250 3rd;PROD660;Sweden;0.0
1-596608752;Accepted-In Progress;Tomas;2011/10/27 15:33:37.000;Variant 4;4;Accepted;Medium;In Progress;Org line C;C_6;se;G250 3rd;PROD660;Sweden;79.0
1-596676011;Queued-Awaiting Assignment;Ulrika;2011/10/27 17:10:48.000;Variant 8;8;Queued;High;Awaiting Assignment;Org line A2;A2_3;se;G361 2nd;PROD234;Sweden;0.0
1-596815491;Accepted-In Progress;Stephen;2011/10/27 19:26:39.000;Variant 1;1;Accepted;Major;In Progress;Org line A2;A2_5;us;N30 2nd;PROD487;USA;0.0
1-597285812;Accepted-In Progress;Carolyn;2011/10/28 11:06:29.000;Variant 19;19;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-597285812;Accepted-In Progress;Carolyn;2011/10/28 12:25:46.000;Variant 19;19;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;4757.0
1-597285812;Accepted-In Progress;Ewa;2011/11/22 13:36:13.000;Variant 19;19;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;POLAND;2164227.0
1-597580752;Accepted-In Progress;Edward;2011/10/28 16:16:54.000;Variant 47;47;Accepted;High;In Progress;Org line C;E_7;in;G157 2nd;PROD424;USA;0.0
1-597580752;Accepted-In Progress;Edward;2011/10/28 16:23:31.000;Variant 47;47;Accepted;High;In Progress;Org line C;E_7;in;G157 2nd;PROD424;USA;397.0
1-597580752;Accepted-In Progress;Edward;2011/10/28 16:25:32.000;Variant 47;47;Accepted;High;In Progress;Org line C;E_7;in;G165 2nd;PROD424;USA;121.0
1-597580752;Accepted-Wait;Edward;2011/12/08 22:31:10.000;Variant 47;47;Accepted;High;Wait;Org line C;E_7;in;G165 2nd;PROD424;USA;3564338.0
1-597616526;Accepted-In Progress;Börje;2011/10/28 16:32:35.000;Variant 1;1;Accepted;Major;In Progress;Org line C;C_1;se;G100 3rd;PROD153;Sweden;0.0
1-598583993;Accepted-In Progress;Marcin;2011/10/31 09:05:05.000;Variant 5;5;Accepted;Medium;In Progress;Org line A2;D_1;pl;V11 3rd;PROD74;POLAND;0.0
1-598583993;Queued-Awaiting Assignment;Marcin;2011/10/31 09:05:35.000;Variant 5;5;Queued;Medium;Awaiting Assignment;Org line A2;D_1;pl;V11 3rd;PROD74;POLAND;30.0
1-598583993;Accepted-In Progress;Marcin;2011/11/04 15:19:35.000;Variant 5;5;Accepted;Medium;In Progress;Org line A2;D_1;pl;V11 3rd;PROD74;POLAND;368040.0
1-599074651;Accepted-In Progress;Robert;2011/10/31 17:54:07.000;Variant 4;4;Accepted;Medium;In Progress;Org line C;E_7;se;G135 2nd;PROD806;Sweden;0.0
1-599074651;Accepted-In Progress;Robert;2011/10/31 17:56:44.000;Variant 4;4;Accepted;Medium;In Progress;Org line C;E_7;se;G135 2nd;PROD806;Sweden;157.0
1-599157751;Accepted-In Progress;Ann-Charlotte;2011/10/31 23:40:16.000;Variant 11;11;Accepted;Low;In Progress;Org line C;E_10;se;G138 2nd;PROD802;Sweden;0.0
1-599157751;Queued-Awaiting Assignment;Ann-Charlotte;2011/10/31 23:48:47.000;Variant 11;11;Queued;Low;Awaiting Assignment;Org line C;E_10;se;G138 2nd;PROD802;Sweden;511.0
1-599157751;Accepted-In Progress;Marcus;2011/11/18 07:31:45.000;Variant 11;11;Accepted;Low;In Progress;Org line C;E_10;se;G138 2nd;PROD802;Sweden;1496578.0
1-599157751;Queued-Awaiting Assignment;Martin;2011/11/18 07:34:16.000;Variant 11;11;Queued;Low;Awaiting Assignment;Org line C;C_6;se;R4 3rd;PROD802;Sweden;151.0
1-599157751;Accepted-In Progress;Lennart;2011/11/18 10:43:24.000;Variant 11;11;Accepted;Low;In Progress;Org line C;C_6;se;G273 3rd;PROD802;Sweden;11348.0
1-599157997;Accepted-In Progress;Craig;2011/11/01 01:33:07.000;Variant 29;29;Accepted;Low;In Progress;Org line F;;se;S1 2nd;PROD813;Sweden;0.0
1-599157997;Queued-Awaiting Assignment;Craig;2011/11/01 01:36:28.000;Variant 29;29;Queued;Low;Awaiting Assignment;Org line F;;se;S1 2nd;PROD813;Sweden;201.0
1-599157997;Accepted-In Progress;Lennart;2011/11/01 07:56:26.000;Variant 29;29;Accepted;Low;In Progress;Org line F;;se;S1 2nd;PROD813;Sweden;22798.0
1-599157997;Accepted-Assigned;Johan;2011/11/01 07:57:28.000;Variant 29;29;Accepted;Low;Assigned;Org line F;;se;S1 2nd;PROD813;Sweden;62.0
1-599158067;Accepted-In Progress;Craig;2011/11/01 01:38:21.000;Variant 28;28;Accepted;Low;In Progress;Org line F;;se;S1 2nd;PROD812;Sweden;0.0
1-599158067;Queued-Awaiting Assignment;Craig;2011/11/01 01:42:00.000;Variant 28;28;Queued;Low;Awaiting Assignment;Org line F;;se;S1 2nd;PROD812;Sweden;219.0
1-599158067;Accepted-In Progress;Lennart;2011/11/01 07:57:38.000;Variant 28;28;Accepted;Low;In Progress;Org line F;;se;S1 2nd;PROD812;Sweden;22538.0
1-599158067;Accepted-Assigned;Johan;2011/11/01 09:18:38.000;Variant 28;28;Accepted;Low;Assigned;Org line F;;se;S1 2nd;PROD812;Sweden;4860.0
1-599352141;Accepted-In Progress;Niklas;2011/11/01 08:23:43.000;Variant 1;1;Accepted;Low;In Progress;Org line C;V3_2;se;M11;PROD512;Sweden;0.0
1-599517681;Accepted-In Progress;Ove;2011/11/01 13:35:50.000;Variant 6;6;Accepted;Medium;In Progress;Org line A2;A2_1;se;N16 2nd;PROD753;Sweden;0.0
1-599517681;Accepted-Assigned;Ove;2011/11/07 13:11:29.000;Variant 6;6;Accepted;Medium;Assigned;Org line A2;A2_1;se;N16 2nd;PROD753;Sweden;516939.0
1-599586617;Accepted-In Progress;Carolyn;2011/11/01 15:05:49.000;Variant 5;5;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD96;USA;0.0
1-599586617;Queued-Awaiting Assignment;Carolyn;2011/11/01 16:23:53.000;Variant 5;5;Queued;Medium;Awaiting Assignment;Org line G3;;us;G199 3rd;PROD96;USA;4684.0
1-600432558;Accepted-In Progress;Andreas;2011/11/02 09:00:44.000;Variant 6;6;Accepted;High;In Progress;Org line G4;;se;S30 2nd;PROD412;Sweden;0.0
1-600432558;Accepted-Assigned;Andreas;2011/11/02 09:03:13.000;Variant 6;6;Accepted;High;Assigned;Org line G4;;se;S30 2nd;PROD412;Sweden;149.0
1-600432558;Accepted-In Progress;Gustav;2011/11/21 14:52:20.000;Variant 6;6;Accepted;High;In Progress;Org line G4;;se;S30 2nd;PROD412;Sweden;1662547.0
1-600663061;Accepted-In Progress;Börje;2011/11/02 13:11:01.000;Variant 5;5;Accepted;Medium;In Progress;Org line C;C_1;se;G100 3rd;PROD153;Sweden;0.0
1-600663061;Queued-Awaiting Assignment;Börje;2011/11/02 13:11:07.000;Variant 5;5;Queued;Medium;Awaiting Assignment;Org line C;C_1;se;G100 3rd;PROD153;Sweden;6.0
1-600663061;Accepted-In Progress;Börje;2011/11/09 13:36:53.000;Variant 5;5;Accepted;Medium;In Progress;Org line C;C_1;se;G100 3rd;PROD153;Sweden;606346.0
1-600873076;Accepted-In Progress;Aparna;2011/11/02 19:58:55.000;Variant 1;1;Accepted;Medium;In Progress;Org line A2;A2_4;se;G105 2nd;PROD337;Sweden;0.0
1-601289432;Accepted-In Progress;Saikat;2011/11/03 05:42:43.000;Variant 6;6;Accepted;Medium;In Progress;Org line A2;A2_4;in;G31 3rd;PROD194;Sweden;0.0
1-601400851;Accepted-In Progress;Sandra;2011/11/03 09:48:02.000;Variant 11;11;Accepted;Low;In Progress;Org line C;;fr;N18 2nd;PROD696;USA;0.0
1-601400851;Queued-Awaiting Assignment;Sandra;2011/12/07 15:01:12.000;Variant 11;11;Queued;Low;Awaiting Assignment;Org line C;;fr;N18 2nd;PROD696;USA;2956390.0
1-601400851;Accepted-In Progress;Andrzej;2011/12/07 15:01:20.000;Variant 11;11;Accepted;Low;In Progress;Org line A2;A2_2;fr;M16 3rd;PROD696;POLAND;8.0
1-601400851;Queued-Awaiting Assignment;Cyril;2011/12/07 15:04:17.000;Variant 11;11;Queued;Low;Awaiting Assignment;Org line C;E_6;fr;W12 2nd;PROD696;France;177.0
1-601433623;Accepted-In Progress;Peter;2011/11/03 10:02:34.000;Variant 1;1;Accepted;Low;In Progress;Org line C;C_1;be;G56 3rd;PROD394;Belgium;0.0
1-601636752;Accepted-In Progress;Ewa;2011/11/03 13:23:28.000;Variant 1;1;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;POLAND;0.0
1-601819090;Accepted-In Progress;Daniel;2011/11/03 18:45:21.000;Variant 20;20;Accepted;High;In Progress;Org line C;E_7;se;G157 2nd;PROD677;Sweden;0.0
1-602316021;Accepted-In Progress;Marcin;2011/11/04 08:40:13.000;Variant 7;7;Accepted;High;In Progress;Org line A2;A2_2;pl;L60 2nd;PROD229;POLAND;0.0
1-602316021;Accepted-Wait;Marcin;2011/11/04 08:40:22.000;Variant 7;7;Accepted;High;Wait;Org line A2;A2_2;pl;L60 2nd;PROD229;POLAND;9.0
1-602316067;Accepted-In Progress;Marcin;2011/11/04 08:41:14.000;Variant 7;7;Accepted;High;In Progress;Org line A2;A2_2;pl;L60 2nd;PROD229;POLAND;0.0
1-602316067;Accepted-Wait;Marcin;2011/11/04 08:43:29.000;Variant 7;7;Accepted;High;Wait;Org line A2;A2_2;pl;L60 2nd;PROD229;POLAND;135.0
1-602316201;Accepted-Wait;Marcin;2011/11/04 08:44:24.000;Variant 15;15;Accepted;High;Wait;Org line A2;A2_2;pl;L60 2nd;PROD229;POLAND;0.0
1-602316215;Accepted-Wait;Marcin;2011/11/04 08:45:46.000;Variant 33;33;Accepted;Low;Wait;Org line A2;A2_4;pl;W11 2nd;PROD555;POLAND;0.0
1-602316249;Accepted-Wait;Marcin;2011/11/04 08:46:53.000;Variant 15;15;Accepted;Medium;Wait;Org line A2;A2_4;pl;W11 2nd;PROD370;POLAND;0.0
1-602396115;Accepted-In Progress;Jenny;2011/11/04 10:27:04.000;Variant 3;3;Accepted;Low;In Progress;Org line G1;E_6;se;G358 2nd;PROD380;Sweden;0.0
1-602396115;Accepted-Wait;Jenny;2011/11/04 12:23:05.000;Variant 3;3;Accepted;Low;Wait;Org line G1;E_6;se;G358 2nd;PROD380;Sweden;6961.0
1-602464818;Accepted-Wait;Grzegorz;2011/11/04 16:13:21.000;Variant 15;15;Accepted;Medium;Wait;Org line A2;A2_3;pl;N26 2nd;PROD791;POLAND;0.0
1-603563148;Accepted-In Progress;Tomas;2011/11/07 08:26:58.000;Variant 1;1;Accepted;Medium;In Progress;Org line V2;;se;T3 2nd;PROD61;Sweden;0.0
1-603708003;Accepted-In Progress;Ewa;2011/11/07 10:47:29.000;Variant 1;1;Accepted;Medium;In Progress;Org line G3;;us;G199 3rd;PROD97;POLAND;0.0
1-603798757;Accepted-In Progress;Anup;2011/11/07 11:57:05.000;Variant 1;1;Accepted;High;In Progress;Org line C;E_8;in;G119 2nd;PROD597;INDIA;0.0
1-604432843;Accepted-In Progress;Kim;2011/11/08 09:01:01.000;Variant 1;1;Accepted;High;In Progress;Org line C;C_5;se;G120 3rd;PROD597;Sweden;0.0
1-604432860;Accepted-In Progress;Kim;2011/11/08 09:02:33.000;Variant 1;1;Accepted;High;In Progress;Org line C;C_5;se;G120 3rd;PROD597;Sweden;0.0
1-604432887;Accepted-In Progress;Kim;2011/11/08 09:03:55.000;Variant 1;1;Accepted;Low;In Progress;Org line C;C_5;se;G120 3rd;PROD597;Sweden;0.0
1-604604928;Accepted-In Progress;J;2011/11/08 12:29:53.000;Variant 3;3;Accepted;Medium;In Progress;Org line C;E_4;us;G88 2nd;PROD348;INDIA;0.0
