Case ID;Activity;Resource;Complete Timestamp;Variant;Variant index;(case) channel;(case) department;(case) group;(case) responsible;concept:instance;concept:name;lifecycle:transition;org:group;Duration
case-4349;Confirmation of receipt-complete;admin2;2010/11/23 15:48:25.571;Variant 3;3;Internet;General;;Resource26;task-1479;Confirmation of receipt;complete;Group 1;0.0
case-4363;Confirmation of receipt-complete;admin2;2010/11/23 15:59:11.872;Variant 3;3;Internet;General;;Resource26;task-1493;Confirmation of receipt;complete;Group 1;0.0
case-4380;Confirmation of receipt-complete;Resource15;2010/11/23 12:25:37.551;Variant 5;5;Internet;General;;Resource15;task-1510;Confirmation of receipt;complete;Group 1;0.0
case-4380;T02 Check confirmation of receipt-complete;Resource24;2010/11/26 08:58:13.474;Variant 5;5;Internet;General;;Resource15;task-1884;T02 Check confirmation of receipt;complete;EMPTY;246755.923
case-4380;T04 Determine confirmation of receipt-complete;Resource15;2010/11/30 08:39:05.866;Variant 5;5;Internet;General;;Resource15;task-2104;T04 Determine confirmation of receipt;complete;Group 3;344452.392
case-4380;T06 Determine necessity of stop advice-complete;Resource15;2010/11/30 08:40:11.604;Variant 5;5;Internet;General;;Resource15;task-1885;T06 Determine necessity of stop advice;complete;Group 1;65.738
case-4380;T10 Determine necessity to stop indication-complete;Resource15;2010/11/30 08:40:35.638;Variant 5;5;Internet;General;;Resource15;task-2305;T10 Determine necessity to stop indication;complete;Group 1;24.034
case-4380;T05 Print and send confirmation of receipt-complete;admin1;2010/12/06 15:16:35.712;Variant 5;5;Internet;General;;Resource15;task-2304;T05 Print and send confirmation of receipt;complete;Group 2;542160.074
case-4384;Confirmation of receipt-complete;Resource11;2010/12/13 11:46:32.331;Variant 2;2;Internet;General;;Resource01;task-1521;Confirmation of receipt;complete;EMPTY;0.0
case-4384;T06 Determine necessity of stop advice-complete;Resource11;2010/12/13 11:54:01.983;Variant 2;2;Internet;General;;Resource01;task-3855;T06 Determine necessity of stop advice;complete;Group 1;449.652
case-4384;T10 Determine necessity to stop indication-complete;Resource11;2010/12/13 11:54:37.414;Variant 2;2;Internet;General;;Resource01;task-3856;T10 Determine necessity to stop indication;complete;Group 1;35.431
case-4384;T02 Check confirmation of receipt-complete;Resource11;2010/12/13 11:55:48.228;Variant 2;2;Internet;General;;Resource01;task-3854;T02 Check confirmation of receipt;complete;EMPTY;70.814
case-4384;T04 Determine confirmation of receipt-complete;Resource11;2010/12/13 11:56:03.074;Variant 2;2;Internet;General;;Resource01;task-3860;T04 Determine confirmation of receipt;complete;Group 3;14.846
case-4384;T05 Print and send confirmation of receipt-complete;Resource11;2010/12/13 11:56:47.362;Variant 2;2;Internet;General;;Resource01;task-3861;T05 Print and send confirmation of receipt;complete;EMPTY;44.288
case-4388;Confirmation of receipt-complete;Resource04;2010/11/19 10:27:47.282;Variant 2;2;Internet;General;;Resource04;task-1535;Confirmation of receipt;complete;Group 1;0.0
case-4388;T06 Determine necessity of stop advice-complete;Resource04;2010/11/19 10:30:03.931;Variant 2;2;Internet;General;;Resource04;task-1695;T06 Determine necessity of stop advice;complete;Group 1;136.649
case-4388;T10 Determine necessity to stop indication-complete;Resource04;2010/11/19 10:30:25.507;Variant 2;2;Internet;General;;Resource04;task-1696;T10 Determine necessity to stop indication;complete;Group 1;21.576
case-4388;T02 Check confirmation of receipt-complete;Resource02;2010/11/19 10:33:50.591;Variant 2;2;Internet;General;;Resource04;task-1694;T02 Check confirmation of receipt;complete;EMPTY;205.084
case-4388;T04 Determine confirmation of receipt-complete;Resource04;2010/11/23 12:48:10.035;Variant 2;2;Internet;General;;Resource04;task-1709;T04 Determine confirmation of receipt;complete;Group 3;353659.444
case-4388;T05 Print and send confirmation of receipt-complete;Resource04;2010/11/23 12:48:54.429;Variant 2;2;Internet;General;;Resource04;task-1889;T05 Print and send confirmation of receipt;complete;Group 2;44.394
case-4389;Confirmation of receipt-complete;admin2;2010/11/23 15:58:38.429;Variant 3;3;Internet;General;;Resource04;task-1541;Confirmation of receipt;complete;Group 1;0.0
case-4394;Confirmation of receipt-complete;admin2;2010/12/16 12:40:07.939;Variant 3;3;Internet;General;;Resource14;task-1551;Confirmation of receipt;complete;EMPTY;0.0
case-4395;Confirmation of receipt-complete;Resource11;2010/12/13 12:39:01.149;Variant 6;6;Internet;General;;Resource01;task-1552;Confirmation of receipt;complete;EMPTY;0.0
case-4395;T06 Determine necessity of stop advice-complete;Resource11;2010/12/13 12:39:41.069;Variant 6;6;Internet;General;;Resource01;task-3896;T06 Determine necessity of stop advice;complete;Group 1;39.92
case-4395;T02 Check confirmation of receipt-complete;Resource11;2010/12/13 12:51:14.991;Variant 6;6;Internet;General;;Resource01;task-3895;T02 Check confirmation of receipt;complete;EMPTY;693.922
case-4395;T04 Determine confirmation of receipt-complete;Resource11;2010/12/13 12:51:57.779;Variant 6;6;Internet;General;;Resource01;task-3899;T04 Determine confirmation of receipt;complete;EMPTY;42.788
case-4395;T05 Print and send confirmation of receipt-complete;Resource11;2010/12/13 12:52:39.872;Variant 6;6;Internet;General;;Resource01;task-3902;T05 Print and send confirmation of receipt;complete;EMPTY;42.093
case-4395;T10 Determine necessity to stop indication-complete;Resource11;2010/12/13 12:53:15.462;Variant 6;6;Internet;General;;Resource01;task-3897;T10 Determine necessity to stop indication;complete;Group 1;35.59
case-4396;Confirmation of receipt-complete;Resource07;2010/11/25 16:35:43.970;Variant 2;2;Internet;General;;Resource07;task-1553;Confirmation of receipt;complete;Group 1;0.0
case-4396;T06 Determine necessity of stop advice-complete;Resource07;2010/11/25 16:35:59.878;Variant 2;2;Internet;General;;Resource07;task-2079;T06 Determine necessity of stop advice;complete;Group 1;15.908
case-4396;T10 Determine necessity to stop indication-complete;Resource07;2010/11/25 16:36:17.475;Variant 2;2;Internet;General;;Resource07;task-2080;T10 Determine necessity to stop indication;complete;Group 1;17.597
case-4396;T02 Check confirmation of receipt-complete;Resource32;2010/11/25 17:36:52.317;Variant 2;2;Internet;General;;Resource07;task-2078;T02 Check confirmation of receipt;complete;Group 4;3634.842
case-4396;T04 Determine confirmation of receipt-complete;Resource07;2010/11/30 12:01:22.599;Variant 2;2;Internet;General;;Resource07;task-2092;T04 Determine confirmation of receipt;complete;Group 3;411870.282
case-4396;T05 Print and send confirmation of receipt-complete;admin1;2010/12/06 15:18:46.819;Variant 2;2;Internet;General;;Resource07;task-2394;T05 Print and send confirmation of receipt;complete;Group 2;530244.22
case-4397;Confirmation of receipt-complete;Resource11;2010/12/15 08:38:28.119;Variant 2;2;Internet;Customer contact;;Resource11;task-1554;Confirmation of receipt;complete;EMPTY;0.0
case-4397;T06 Determine necessity of stop advice-complete;Resource11;2010/12/15 08:42:06.640;Variant 2;2;Internet;Customer contact;;Resource11;task-4315;T06 Determine necessity of stop advice;complete;Group 1;218.521
case-4397;T10 Determine necessity to stop indication-complete;Resource11;2010/12/15 08:44:09.988;Variant 2;2;Internet;Customer contact;;Resource11;task-4316;T10 Determine necessity to stop indication;complete;Group 1;123.348
case-4397;T02 Check confirmation of receipt-complete;Resource19;2010/12/15 08:58:06.213;Variant 2;2;Internet;Customer contact;;Resource11;task-4314;T02 Check confirmation of receipt;complete;EMPTY;836.225
case-4397;T04 Determine confirmation of receipt-complete;Resource11;2010/12/15 09:08:19.661;Variant 2;2;Internet;Customer contact;;Resource11;task-4337;T04 Determine confirmation of receipt;complete;EMPTY;613.448
case-4397;T05 Print and send confirmation of receipt-complete;Resource11;2010/12/15 09:08:44.350;Variant 2;2;Internet;Customer contact;;Resource11;task-4350;T05 Print and send confirmation of receipt;complete;Group 2;24.689
case-4401;Confirmation of receipt-complete;Resource19;2010/12/09 11:32:24.762;Variant 5;5;Internet;Customer contact;;Resource11;task-1558;Confirmation of receipt;complete;EMPTY;0.0
case-4401;T02 Check confirmation of receipt-complete;Resource11;2010/12/09 11:41:54.519;Variant 5;5;Internet;Customer contact;;Resource11;task-3449;T02 Check confirmation of receipt;complete;Group 4;569.757
case-4401;T04 Determine confirmation of receipt-complete;Resource11;2010/12/09 11:44:13.624;Variant 5;5;Internet;Customer contact;;Resource11;task-3456;T04 Determine confirmation of receipt;complete;Group 3;139.105
case-4401;T06 Determine necessity of stop advice-complete;Resource11;2010/12/09 11:44:31.005;Variant 5;5;Internet;Customer contact;;Resource11;task-3450;T06 Determine necessity of stop advice;complete;EMPTY;17.381
case-4401;T10 Determine necessity to stop indication-complete;Resource11;2010/12/09 11:44:55.698;Variant 5;5;Internet;Customer contact;;Resource11;task-3458;T10 Determine necessity to stop indication;complete;Group 1;24.693
case-4401;T05 Print and send confirmation of receipt-complete;Resource07;2010/12/10 10:05:41.449;Variant 5;5;Internet;Customer contact;;Resource11;task-3457;T05 Print and send confirmation of receipt;complete;Group 2;80445.751
case-4403;Confirmation of receipt-complete;Resource07;2010/12/13 10:28:58.696;Variant 1;1;Internet;General;;Resource11;task-1560;Confirmation of receipt;complete;EMPTY;0.0
case-4403;T02 Check confirmation of receipt-complete;Resource07;2010/12/13 10:29:20.204;Variant 1;1;Internet;General;;Resource11;task-3791;T02 Check confirmation of receipt;complete;Group 4;21.508
case-4403;T04 Determine confirmation of receipt-complete;Resource07;2010/12/13 10:29:44.324;Variant 1;1;Internet;General;;Resource11;task-3793;T04 Determine confirmation of receipt;complete;Group 3;24.12
case-4403;T05 Print and send confirmation of receipt-complete;Resource07;2010/12/13 10:30:05.509;Variant 1;1;Internet;General;;Resource11;task-3794;T05 Print and send confirmation of receipt;complete;Group 2;21.185
case-4403;T06 Determine necessity of stop advice-complete;Resource07;2010/12/13 10:30:16.612;Variant 1;1;Internet;General;;Resource11;task-3792;T06 Determine necessity of stop advice;complete;Group 1;11.103
case-4403;T10 Determine necessity to stop indication-complete;Resource07;2010/12/13 10:39:16.049;Variant 1;1;Internet;General;;Resource11;task-3795;T10 Determine necessity to stop indication;complete;Group 1;539.437
case-4407;Confirmation of receipt-complete;Resource07;2010/12/13 10:14:42.822;Variant 1;1;Internet;General;;Resource34;task-1583;Confirmation of receipt;complete;EMPTY;0.0
case-4407;T02 Check confirmation of receipt-complete;Resource07;2010/12/13 10:15:06.626;Variant 1;1;Internet;General;;Resource34;task-3770;T02 Check confirmation of receipt;complete;Group 4;23.804
case-4407;T04 Determine confirmation of receipt-complete;Resource07;2010/12/13 10:15:27.006;Variant 1;1;Internet;General;;Resource34;task-3772;T04 Determine confirmation of receipt;complete;Group 3;20.38
case-4407;T05 Print and send confirmation of receipt-complete;Resource07;2010/12/13 10:16:08.245;Variant 1;1;Internet;General;;Resource34;task-3774;T05 Print and send confirmation of receipt;complete;Group 2;41.239
case-4407;T06 Determine necessity of stop advice-complete;Resource07;2010/12/13 10:16:22.877;Variant 1;1;Internet;General;;Resource34;task-3771;T06 Determine necessity of stop advice;complete;Group 1;14.632
case-4407;T10 Determine necessity to stop indication-complete;Resource07;2010/12/13 10:21:25.358;Variant 1;1;Internet;General;;Resource34;task-3775;T10 Determine necessity to stop indication;complete;Group 1;302.481
case-4408;Confirmation of receipt-complete;Resource11;2010/12/15 09:31:28.615;Variant 2;2;Internet;Customer contact;;Resource11;task-1589;Confirmation of receipt;complete;EMPTY;0.0
case-4408;T06 Determine necessity of stop advice-complete;Resource11;2010/12/15 09:32:15.833;Variant 2;2;Internet;Customer contact;;Resource11;task-4365;T06 Determine necessity of stop advice;complete;Group 1;47.218
case-4408;T10 Determine necessity to stop indication-complete;Resource11;2010/12/15 09:34:41.886;Variant 2;2;Internet;Customer contact;;Resource11;task-4366;T10 Determine necessity to stop indication;complete;Group 1;146.053
case-4408;T02 Check confirmation of receipt-complete;Resource19;2010/12/15 11:23:35.595;Variant 2;2;Internet;Customer contact;;Resource11;task-4364;T02 Check confirmation of receipt;complete;EMPTY;6533.709
case-4408;T04 Determine confirmation of receipt-complete;Resource11;2010/12/15 15:02:22.927;Variant 2;2;Internet;Customer contact;;Resource11;task-4471;T04 Determine confirmation of receipt;complete;EMPTY;13127.332
case-4408;T05 Print and send confirmation of receipt-complete;admin1;2010/12/17 10:09:53.180;Variant 2;2;Internet;Customer contact;;Resource11;task-4585;T05 Print and send confirmation of receipt;complete;Group 2;155250.253
case-4410;Confirmation of receipt-complete;Resource11;2010/12/13 12:03:26.710;Variant 1;1;Internet;General;;Resource11;task-1591;Confirmation of receipt;complete;EMPTY;0.0
case-4410;T02 Check confirmation of receipt-complete;Resource11;2010/12/13 12:03:51.008;Variant 1;1;Internet;General;;Resource11;task-3864;T02 Check confirmation of receipt;complete;Group 4;24.298
case-4410;T04 Determine confirmation of receipt-complete;Resource11;2010/12/13 12:04:12.053;Variant 1;1;Internet;General;;Resource11;task-3866;T04 Determine confirmation of receipt;complete;Group 3;21.045
case-4410;T05 Print and send confirmation of receipt-complete;Resource11;2010/12/13 12:04:49.579;Variant 1;1;Internet;General;;Resource11;task-3867;T05 Print and send confirmation of receipt;complete;EMPTY;37.526
case-4410;T06 Determine necessity of stop advice-complete;Resource11;2010/12/13 12:05:04.400;Variant 1;1;Internet;General;;Resource11;task-3865;T06 Determine necessity of stop advice;complete;Group 1;14.821
case-4410;T10 Determine necessity to stop indication-complete;Resource11;2010/12/13 12:05:24.780;Variant 1;1;Internet;General;;Resource11;task-3868;T10 Determine necessity to stop indication;complete;Group 1;20.38
case-4411;Confirmation of receipt-complete;Resource15;2010/11/23 12:36:04.005;Variant 2;2;Internet;General;;Resource15;task-1599;Confirmation of receipt;complete;Group 1;0.0
case-4411;T06 Determine necessity of stop advice-complete;Resource15;2010/11/24 11:41:40.604;Variant 2;2;Internet;General;;Resource15;task-1887;T06 Determine necessity of stop advice;complete;Group 1;83136.599
case-4411;T10 Determine necessity to stop indication-complete;Resource15;2010/11/24 11:42:11.894;Variant 2;2;Internet;General;;Resource15;task-1976;T10 Determine necessity to stop indication;complete;Group 1;31.29
case-4411;T02 Check confirmation of receipt-complete;Resource24;2010/11/26 08:58:36.790;Variant 2;2;Internet;General;;Resource15;task-1886;T02 Check confirmation of receipt;complete;EMPTY;162984.896
case-4411;T04 Determine confirmation of receipt-complete;Resource15;2010/11/30 08:55:50.262;Variant 2;2;Internet;General;;Resource15;task-2105;T04 Determine confirmation of receipt;complete;Group 3;345433.472
